,HAGA,astro,symmetric,t_sham,Cd,Cp,taustf,taustd,repetition
0,True,True,True,1000000,0.02,0.14,350.0,250.0,0
1,True,False,True,1000000,0.02,0.14,350.0,250.0,0
2,False,True,True,1000000,0.02,0.14,350.0,250.0,0
3,False,False,True,1000000,0.02,0.14,350.0,250.0,0
